run_dir,tag,Delta_Z_calc,Delta_Z_true,abs_error,rel_error,J,w_max,dh_raw,doppler_factor,W_z_meet,status
D:\PYTHON\layout design\V_Wave_Data\20260310_145055,20260310_145055,119.83837918054101,121.88215998123312,2.0437808006921045,0.01676849836765936,2.0437808006921045,0.30221209373293334,110.01495884951638,1.0892916784567594,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_145559,20260310_145559,101.38822782897482,94.92139940227453,6.466828426700289,0.0681282457635715,6.466828426700289,0.11826732249088256,90.82475746441662,1.1163060674144576,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_161429,20260310_161429,82.45289232481407,83.23891270469514,0.7860203798810659,0.009442943862921577,0.7860203798810659,0.11658809912786842,73.87729868325485,1.1160788739491767,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_163551,20260310_163551,164.13845819767477,148.48623735879738,15.652220838877383,0.10541192986832752,15.652220838877383,0.37077067128291286,149.2862876280617,1.0994878418211886,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_163554,20260310_163554,135.41279651031417,131.23533522208217,4.177461288231996,0.03183183310472529,4.177461288231996,0.21879601608755805,124.1162875620779,1.0910155239906463,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_163556,20260310_163556,159.23172416158786,144.76846054501362,14.463263616574238,0.09990617819740577,14.463263616574238,0.21392760455305215,143.98456436919253,1.1058944051342887,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_163557,20260310_163557,101.720424272562,107.65010322480316,5.9296789522411615,0.055082891466052324,5.9296789522411615,0.21633612932194785,93.63654327296528,1.0863325440798357,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_163559,20260310_163559,130.47989814092503,123.92750159493805,6.55239654598698,0.052872820493095614,6.55239654598698,0.2141380041098465,118.71462401628858,1.099105516461242,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_202157,20260310_202157,93.45566753465216,95.10388163589053,1.6482141012383664,0.017330671186993482,1.6482141012383664,0.23916796278403862,85.47268898998803,1.093398003958893,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_202159,20260310_202159,109.5832028917434,116.11609390925392,6.532891017510522,0.05626171874689526,6.532891017510522,0.20111108790905163,100.89759639452967,1.0860833836244352,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_202200,20260310_202200,95.57018951490954,94.72657464134983,0.8436148735597158,0.00890578886393579,0.8436148735597158,0.12194443518555613,86.07915177431974,1.1102594245523374,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_202202,20260310_202202,109.3276179771946,115.81604861618263,6.488430638988021,0.05602358841036657,6.488430638988021,0.19830667686971842,100.61755155629017,1.0865660740713972,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_202203,20260310_202203,102.25306213830352,98.53381757523861,3.7192445630649047,0.03774586892692915,3.7192445630649047,0.16365581631741877,91.17853030117035,1.1214598634190862,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_202204,20260310_202204,96.58959350095104,99.85735806724226,3.26776456629122,0.03272432427153502,3.26776456629122,0.1531597570382246,88.07826526428454,1.096633695170173,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_202206,20260310_202206,108.44223928913797,105.1272677406586,3.3149715484793774,0.03153293735985961,3.3149715484793774,0.2210099369423532,97.60546511366974,1.1110263053697649,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_202207,20260310_202207,111.23105995360596,112.79356058471893,1.562500631112968,0.013852746761543876,1.562500631112968,0.20977621870118568,101.38868536823958,1.097075670225127,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_202209,20260310_202209,132.7799473372476,121.839648881974,10.940298455273592,0.08979259670939672,10.940298455273592,0.15924626585609408,118.54100145881245,1.1201183194270763,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260310_202210,20260310_202210,124.74173074690982,115.80868911375433,8.933041633155497,0.07713619506029397,8.933041633155497,0.16294166424287307,111.78353738110806,1.1159221981106473,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260316_125800,20260316_125800,154.5841553500035,130.10689841281166,24.47725693719184,0.18813189181966972,24.47725693719184,0.18576149881236453,138.6349952229369,1.1150442577750226,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260316_125801,20260316_125801,133.53596121502818,125.19573596472479,8.34022525030339,0.06661748649852849,8.34022525030339,0.20536521148462883,120.34842471600533,1.1095779735392666,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260316_125802,20260316_125802,96.5421749341835,95.99658703498919,0.5455878991943166,0.005683409338245106,0.5455878991943166,0.11327250853011048,86.19802975744471,1.1200044270831537,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260316_125804,20260316_125804,102.80768346675734,107.1107850386764,4.303101571919058,0.04017430710049656,4.303101571919058,0.18258060410178034,94.32177485559333,1.0899676519462864,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260316_125805,20260316_125805,151.9842833253192,147.2140457420109,4.770237583308301,0.03240341340572915,4.770237583308301,0.3547184132794572,138.23890936995784,1.0994320196680352,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260316_125816,20260316_125816,95.21615870783819,98.25620949864671,3.0400507908085217,0.03094003734034125,3.0400507908085217,0.15480253703961458,87.5091931830074,1.0880703528909617,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260316_125818,20260316_125818,90.23592677455919,97.8521913106433,7.616264536084117,0.07783437891447303,7.616264536084117,0.1776290040590573,83.47093210776222,1.0810461138503074,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260316_125819,20260316_125819,157.72859377120346,149.65586935684433,8.07272441435913,0.05394191653860406,8.07272441435913,0.28776651017373567,143.95786156148597,1.095658077025796,1.0,ok
D:\PYTHON\layout design\V_Wave_Data\20260316_125820,20260316_125820,143.10045153188648,141.25052548133021,1.8499260505562631,0.013096772873958456,1.8499260505562631,0.278012851639066,130.862011521342,1.093521717022885,1.0,ok
