wave_id,t_w0,t_U,duration,dh_raw,dh,true_h0,abs_error,error_pct,error_density
20260310_145055,1235.0,3105.0,1870.0,140.588154915712,153.14150723927486,121.88215998123312,31.259347258041743,25.647188450594342,0.013715074037750985
20260310_145559,910.0,3285.0,2375.0,111.70528804191734,124.69729080347199,94.92139940227453,29.775891401197455,31.36899749550464,0.013207998945475637
20260310_161429,1115.0,3485.0,2370.0,91.7285673146623,102.37631611751955,83.23891270469514,19.137403412824412,22.9909339165899,0.009700815998561138
20260310_163551,1030.0,3095.0,2065.0,185.19994675218663,203.62508975996073,148.48623735879738,55.13885240116335,37.13398183019992,0.017982557787021753
20260310_163554,1105.0,3005.0,1900.0,162.5535483627395,177.34844474351308,131.23533522208217,46.113109521430914,35.13772372615675,0.018493538803240395
20260310_163556,1070.0,3250.0,2180.0,189.7840014377986,209.88106537405926,144.76846054501362,65.11260482904564,44.97706515902324,0.02063168126560699
20260310_163557,1320.0,3130.0,1810.0,120.49601223108026,130.89873951846442,107.65010322480316,23.248636293661264,21.596483047593264,0.011931758589830532
20260310_163559,1070.0,3120.0,2050.0,153.97183110159833,169.23128894340536,123.92750159493805,45.30378734846731,36.556685776289214,0.01783252964697035
20260310_202157,1165.0,3110.0,1945.0,108.08507894280514,118.18000957380252,95.10388163589053,23.07612793791199,24.264128383592144,0.012475130274340433
20260310_202159,1330.0,3140.0,1810.0,131.39106440081625,142.7016518024546,116.11609390925392,26.585557893200672,22.89567018502844,0.012649541538689746
20260310_202200,1070.0,3330.0,2260.0,107.46599862550268,119.31513779289288,94.72657464134983,24.588563151543056,25.957407670064438,0.01148557861507276
20260310_202202,1345.0,3160.0,1815.0,131.22726669257972,142.58709598127658,115.81604861618263,26.77104736509395,23.11514482229824,0.012735616981982502
20260310_202203,1105.0,3570.0,2465.0,115.41142160151158,129.42927710623374,98.53381757523861,30.895459530995126,31.355183724008178,0.012720155668968836
20260310_202204,1235.0,3245.0,2010.0,111.94813829323915,122.76610056393639,99.85735806724226,22.90874249669413,22.94146664812399,0.011413664999066661
20260310_202206,1140.0,3415.0,2275.0,124.34001701240857,138.14502971091,105.1272677406586,33.0177619702514,31.407419482929814,0.013805459113375742
20260310_202207,1270.0,3290.0,2020.0,130.82271223503872,143.52241470592404,112.79356058471893,30.728854121205103,27.243447198499194,0.013486855048761978
20260310_202209,1055.0,3500.0,2445.0,151.49426461405238,169.69150108233316,121.839648881974,47.85185220035916,39.274450180592055,0.01606316980801311
20260310_202210,1045.0,3410.0,2365.0,142.60690752232077,159.13821370807,115.80868911375433,43.32952459431567,37.41474402819186,0.015820187749764
20260316_125800,885.0,3235.0,2350.0,176.30061736566188,196.5829910357727,130.10689841281166,66.47609262296103,51.093441957275274,0.021741890194585223
20260316_125801,1105.0,3355.0,2250.0,156.57306042402266,173.7300190961282,125.19573596472479,48.5342831314034,38.76672217101583,0.017229654298229258
20260316_125802,1115.0,3555.0,2440.0,107.56623378236173,120.47465804090663,95.99658703498919,24.478071005917442,25.49889716078717,0.0104503676888472
20260316_125804,1235.0,3115.0,1880.0,121.47542789166975,132.4042869082537,107.1107850386764,25.293501869577312,23.61433711875432,0.012560817616358681
20260316_125805,1270.0,3330.0,2060.0,176.99630950069604,194.5954100281389,147.2140457420109,47.38136428612799,32.18535571609974,0.015623959085485311
20260316_125816,1130.0,2970.0,1840.0,111.10836951609625,120.89372282851821,98.25620949864671,22.637513329871496,23.039269930500712,0.012521342353532996
20260316_125818,1330.0,3040.0,1710.0,106.96878762456339,115.6381921648131,97.8521913106433,17.7860008541698,18.17639504638792,0.010629470787361357
20260316_125819,1115.0,3105.0,1990.0,187.64101615152364,205.5903949277447,149.65586935684433,55.93452557090038,37.37543058704117,0.018781623410573454
20260316_125820,1235.0,3185.0,1950.0,171.64277102416074,187.69509768490616,141.25052548133021,46.444572203575945,32.880990739899765,0.01686204653328193
20260316_125822,1105.0,3615.0,2510.0,180.59989215234137,202.98653158125234,139.49657235144764,63.4899592298047,45.51363389047876,0.018132921868716637
20260316_125823,1345.0,3025.0,1680.0,128.4153212258914,138.6517284516022,115.1757527906915,23.47597566091069,20.382741238577793,0.01213258407058202
20260316_125825,1010.0,3170.0,2160.0,103.47357725803354,114.33354197578372,90.23725010115137,24.096291874632342,26.70326483533311,0.012362622608950513
20260316_125826,1355.0,3175.0,1820.0,128.69594709158753,139.84083431244665,113.52528967109907,26.31554464134757,23.180336925444468,0.012736448860134324
20260316_125828,1390.0,3025.0,1635.0,140.62401853559743,151.4876131067757,125.94306276515962,25.544550341616088,20.28261801862629,0.01240527095940446
20260316_125829,1260.0,3050.0,1790.0,136.01267224259993,147.6064009021721,117.92237455706018,29.68402634511193,25.172514085313342,0.014062857030901309
20260316_125830,885.0,3070.0,2185.0,136.96430230736834,151.48429941342394,108.62505682851227,42.85924258491167,39.45612903344583,0.018057724958098778
20260316_125832,865.0,3160.0,2295.0,197.3755204100556,219.49646634860994,141.34934988069526,78.14711646791469,55.286505763113944,0.024089980724668385
20260316_125833,1165.0,3350.0,2185.0,86.76994047428197,95.98499838253653,81.27567810603207,14.709320276504457,18.098059123314492,0.008282864587329287
20260316_125835,1055.0,3495.0,2440.0,91.69313311946786,102.7020667162036,82.44781655233324,20.254250163870367,24.56614500035196,0.010068092213259
20260316_125836,1465.0,3180.0,1715.0,166.71401325446308,180.2766784468,145.01689207736692,35.25978636943307,24.31426150728832,0.01417741195760252
20260316_125838,910.0,3020.0,2110.0,164.22054457958234,180.97732320488615,128.22077656436431,52.75654664052183,41.14508432573646,0.01950003996480401
20260316_125839,1030.0,3530.0,2500.0,141.73725664399126,159.20179415815957,113.44813555938444,45.75365859877513,40.330022501626196,0.01613200900065048
20260316_125840,1200.0,3430.0,2230.0,105.87358795759884,117.35013686685862,93.85976516396913,23.49037170288949,25.02709405020648,0.011222912130137434
20260316_125842,910.0,3165.0,2255.0,122.61294667500668,136.07106559068046,100.94145031798386,35.1296152726966,34.8019719966693,0.015433247005174856
20260316_125843,1020.0,3260.0,2240.0,92.32737712256684,102.39307543152107,81.63743180622286,20.755643625298205,25.42417511928161,0.01135007817825072
20260316_125845,1250.0,3305.0,2055.0,167.7845492975408,184.44962837001577,138.79982692675776,45.64980144325801,32.888946949009245,0.01600435374647652
20260316_125846,1115.0,3095.0,1980.0,132.69434170987665,145.32381445878266,112.3137453055509,33.01006915323177,29.390943257592806,0.014843910736157982
20260316_125847,935.0,3110.0,2175.0,137.98099133587255,152.55187525501228,110.01055377360095,42.54132148141133,38.67021846736663,0.017779410789593855
20260316_125849,1175.0,3370.0,2195.0,92.10853928163472,101.92016056114423,83.60588043260239,18.31428012854184,21.90549281196269,0.009979723376748378
20260316_125850,1355.0,3130.0,1775.0,118.41520606586492,128.4074437586206,105.79655601649429,22.610887742126295,21.372045171868475,0.012040588829221675
20260316_125852,945.0,3050.0,2105.0,98.17083270231431,108.14921673517948,85.00626499392877,23.142951741250712,27.224995408166215,0.012933489505067087
